Date,Adj Close,Close,High,Low,Open,Volume
2000-01-03 00:00:00+00:00,1455.219970703125,1455.219970703125,1478.0,1438.3599853515625,1469.25,931800000
2000-01-04 00:00:00+00:00,1399.4200439453125,1399.4200439453125,1455.219970703125,1397.4300537109375,1455.219970703125,1009000000
2000-01-05 00:00:00+00:00,1402.1099853515625,1402.1099853515625,1413.27001953125,1377.6800537109375,1399.4200439453125,1085500000
2000-01-06 00:00:00+00:00,1403.449951171875,1403.449951171875,1411.9000244140625,1392.0999755859375,1402.1099853515625,1092300000
2000-01-07 00:00:00+00:00,1441.469970703125,1441.469970703125,1441.469970703125,1400.72998046875,1403.449951171875,1225200000
2000-01-10 00:00:00+00:00,1457.5999755859375,1457.5999755859375,1464.3599853515625,1441.469970703125,1441.469970703125,1064800000
2000-01-11 00:00:00+00:00,1438.56005859375,1438.56005859375,1458.6600341796875,1434.4200439453125,1457.5999755859375,1014000000
2000-01-12 00:00:00+00:00,1432.25,1432.25,1442.5999755859375,1427.0799560546875,1438.56005859375,974600000
2000-01-13 00:00:00+00:00,1449.6800537109375,1449.6800537109375,1454.199951171875,1432.25,1432.25,1030400000
2000-01-14 00:00:00+00:00,1465.1500244140625,1465.1500244140625,1473.0,1449.6800537109375,1449.6800537109375,1085900000
2000-01-18 00:00:00+00:00,1455.1400146484375,1455.1400146484375,1465.1500244140625,1451.300048828125,1465.1500244140625,1056700000
2000-01-19 00:00:00+00:00,1455.9000244140625,1455.9000244140625,1461.3900146484375,1448.6800537109375,1455.1400146484375,1087800000
2000-01-20 00:00:00+00:00,1445.5699462890625,1445.5699462890625,1465.7099609375,1438.5400390625,1455.9000244140625,1100700000
2000-01-21 00:00:00+00:00,1441.3599853515625,1441.3599853515625,1453.1800537109375,1439.5999755859375,1445.5699462890625,1209800000
2000-01-24 00:00:00+00:00,1401.530029296875,1401.530029296875,1454.0899658203125,1395.4200439453125,1441.3599853515625,1115800000
2000-01-25 00:00:00+00:00,1410.030029296875,1410.030029296875,1414.260009765625,1388.489990234375,1401.530029296875,1073700000
2000-01-26 00:00:00+00:00,1404.0899658203125,1404.0899658203125,1412.72998046875,1400.1600341796875,1410.030029296875,1117300000
2000-01-27 00:00:00+00:00,1398.56005859375,1398.56005859375,1418.8599853515625,1370.989990234375,1404.0899658203125,1129500000
2000-01-28 00:00:00+00:00,1360.1600341796875,1360.1600341796875,1398.56005859375,1356.199951171875,1398.56005859375,1095800000
2000-01-31 00:00:00+00:00,1394.4599609375,1394.4599609375,1394.47998046875,1350.1400146484375,1360.1600341796875,993800000
2000-02-01 00:00:00+00:00,1409.280029296875,1409.280029296875,1412.489990234375,1384.7900390625,1394.4599609375,981000000
2000-02-02 00:00:00+00:00,1409.1199951171875,1409.1199951171875,1420.6099853515625,1403.489990234375,1409.280029296875,1038600000
2000-02-03 00:00:00+00:00,1424.969970703125,1424.969970703125,1425.780029296875,1398.52001953125,1409.1199951171875,1146500000
2000-02-04 00:00:00+00:00,1424.3699951171875,1424.3699951171875,1435.9100341796875,1420.6300048828125,1424.969970703125,1045100000
2000-02-07 00:00:00+00:00,1424.239990234375,1424.239990234375,1427.1500244140625,1413.3299560546875,1424.3699951171875,918100000
2000-02-08 00:00:00+00:00,1441.719970703125,1441.719970703125,1441.8299560546875,1424.239990234375,1424.239990234375,1047700000
2000-02-09 00:00:00+00:00,1411.7099609375,1411.7099609375,1444.550048828125,1411.6500244140625,1441.719970703125,1050500000
2000-02-10 00:00:00+00:00,1416.8299560546875,1416.8299560546875,1422.0999755859375,1406.4300537109375,1411.699951171875,1058800000
2000-02-11 00:00:00+00:00,1387.1199951171875,1387.1199951171875,1416.8299560546875,1378.8900146484375,1416.8299560546875,1025700000
2000-02-14 00:00:00+00:00,1389.93994140625,1389.93994140625,1394.9300537109375,1380.530029296875,1387.1199951171875,927300000
2000-02-15 00:00:00+00:00,1402.050048828125,1402.050048828125,1407.719970703125,1376.25,1389.93994140625,1092100000
2000-02-16 00:00:00+00:00,1387.6700439453125,1387.6700439453125,1404.550048828125,1385.5799560546875,1402.050048828125,1018800000
2000-02-17 00:00:00+00:00,1388.260009765625,1388.260009765625,1399.8800048828125,1380.0699462890625,1387.6700439453125,1034800000
2000-02-18 00:00:00+00:00,1346.0899658203125,1346.0899658203125,1388.5899658203125,1345.3199462890625,1388.260009765625,1042300000
2000-02-22 00:00:00+00:00,1352.1700439453125,1352.1700439453125,1358.1099853515625,1331.8800048828125,1346.0899658203125,980000000
2000-02-23 00:00:00+00:00,1360.68994140625,1360.68994140625,1370.1099853515625,1342.43994140625,1352.1700439453125,993700000
2000-02-24 00:00:00+00:00,1353.4300537109375,1353.4300537109375,1364.800048828125,1329.8800048828125,1360.68994140625,1215000000
2000-02-25 00:00:00+00:00,1333.3599853515625,1333.3599853515625,1362.1400146484375,1329.1500244140625,1353.4300537109375,1065200000
2000-02-28 00:00:00+00:00,1348.050048828125,1348.050048828125,1360.8199462890625,1325.0699462890625,1333.3599853515625,1026500000
2000-02-29 00:00:00+00:00,1366.4200439453125,1366.4200439453125,1369.6300048828125,1348.050048828125,1348.050048828125,1204300000
2000-03-01 00:00:00+00:00,1379.18994140625,1379.18994140625,1383.4599609375,1366.4200439453125,1366.4200439453125,1274100000
2000-03-02 00:00:00+00:00,1381.760009765625,1381.760009765625,1386.56005859375,1370.3499755859375,1379.18994140625,1198600000
2000-03-03 00:00:00+00:00,1409.1700439453125,1409.1700439453125,1410.8800048828125,1381.760009765625,1381.760009765625,1150300000
2000-03-06 00:00:00+00:00,1391.280029296875,1391.280029296875,1409.739990234375,1384.75,1409.1700439453125,1029000000
2000-03-07 00:00:00+00:00,1355.6199951171875,1355.6199951171875,1399.2099609375,1349.989990234375,1391.280029296875,1314100000
2000-03-08 00:00:00+00:00,1366.699951171875,1366.699951171875,1373.7900390625,1346.6199951171875,1355.6199951171875,1203000000
2000-03-09 00:00:00+00:00,1401.68994140625,1401.68994140625,1401.8199462890625,1357.8800048828125,1366.699951171875,1123000000
2000-03-10 00:00:00+00:00,1395.0699462890625,1395.0699462890625,1413.4599609375,1392.0699462890625,1401.68994140625,1138800000
2000-03-13 00:00:00+00:00,1383.6199951171875,1383.6199951171875,1398.3900146484375,1364.8399658203125,1395.0699462890625,1016100000
2000-03-14 00:00:00+00:00,1359.1500244140625,1359.1500244140625,1395.1500244140625,1359.1500244140625,1383.6199951171875,1094000000
2000-03-15 00:00:00+00:00,1392.1400146484375,1392.1400146484375,1397.989990234375,1356.989990234375,1359.1500244140625,1302800000
2000-03-16 00:00:00+00:00,1458.469970703125,1458.469970703125,1458.469970703125,1392.1500244140625,1392.1500244140625,1482300000
2000-03-17 00:00:00+00:00,1464.469970703125,1464.469970703125,1477.3299560546875,1453.3199462890625,1458.469970703125,1295100000
2000-03-20 00:00:00+00:00,1456.6300048828125,1456.6300048828125,1470.300048828125,1448.489990234375,1464.469970703125,920800000
2000-03-21 00:00:00+00:00,1493.8699951171875,1493.8699951171875,1493.9200439453125,1446.06005859375,1456.6300048828125,1065900000
2000-03-22 00:00:00+00:00,1500.6400146484375,1500.6400146484375,1505.0799560546875,1487.3299560546875,1493.8699951171875,1075000000
2000-03-23 00:00:00+00:00,1527.3499755859375,1527.3499755859375,1532.5,1492.3900146484375,1500.6400146484375,1078300000
